Participant ID,Condition,Visit,Timestamp,Ball Position X,Ball Position Y,Ball Position Z,Paddle Velocity,Paddle Acceleration
,TARGETLINE,TARGETLINE,TRANSFER,16.581,0,-2.540784,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.582,0,-2.550594,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.583,0,-2.560404,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.584,0,-2.570214,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.585,0,-2.580024,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.586,0,-2.589834,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.587,0,-2.599644,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.588,0,-2.609454,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.589,0,-2.619264,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.59,0,-2.629074,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.591,0,-2.638884,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.592,0,-2.648694,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.593,0,-2.658504,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.594,0,-2.668314,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.595,0,-2.678124,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.596,0,-2.687934,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.597,0,-2.697744,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.598,0,-2.707554,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.599,0,-2.717364,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.6,0,-2.727174,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.601,0,-2.736984,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.602,0,-2.746794,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.603,0,-2.756603,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.604,0,-2.766413,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.605,0,-2.776223,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.606,0,-2.786033,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.607,0,-2.795843,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.608,0,-2.805653,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.609,0,-2.815463,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.61,0,-2.825273,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.611,0,-2.835083,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.612,0,-2.844893,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.613,0,-2.854703,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.614,0,-2.864513,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.615,0,-2.874323,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.616,0,-2.884133,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.617,0,-2.893943,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.618,0,-2.903753,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.619,0,-2.913563,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.62,0,-2.923373,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.621,0,-2.933183,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.622,0,-2.942993,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.623,0,-2.952803,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.624,0,-2.962613,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.625,0,-2.972423,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.626,0,-2.982233,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.627,0,-2.992043,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.628,0,-3.001853,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.629,0,-3.011663,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.63,0,-3.021473,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.631,0,-3.031283,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.632,0,-3.041093,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.633,0,-3.050903,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.634,0,-3.060713,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.635,0,-3.070523,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.636,0,-3.080333,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.637,0,-3.090142,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.638,0,-3.099952,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.639,0,-3.109762,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.64,0,-3.119572,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.641,0,-3.129382,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.642,0,-3.139192,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.643,0,-3.149002,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.644,0,-3.158812,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.645,0,-3.168622,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.646,0,-3.178432,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.647,0,-3.188242,0,0,0
,TARGETLINE,TARGETLINE,TRANSFER,16.648,0,-3.198052,0,0,0
